session_id,event_type,created_at,browser,traffic_source
01c50414-77b9-4b83-9010-0c8206458310,department,2021-03-24 17:38:00.000000 UTC,Safari,Email
01c50414-77b9-4b83-9010-0c8206458310,product,2021-03-24 18:00:00.000000 UTC,Safari,Email
01c50414-77b9-4b83-9010-0c8206458310,cart,2021-03-24 18:04:00.000000 UTC,Safari,Email
01ca3016-6bfe-4c3d-a7ed-d259f375d934,home,2026-01-10 12:03:46.000000 UTC,Chrome,Email
01ca3016-6bfe-4c3d-a7ed-d259f375d934,department,2026-01-10 12:04:06.000000 UTC,Chrome,Email
01ca3016-6bfe-4c3d-a7ed-d259f375d934,product,2026-01-10 12:05:36.000000 UTC,Chrome,Email
01ca3016-6bfe-4c3d-a7ed-d259f375d934,cart,2026-01-10 12:07:06.000000 UTC,Chrome,Email
01ca3016-6bfe-4c3d-a7ed-d259f375d934,purchase,2026-01-10 12:09:28.000000 UTC,Chrome,Email
01cb901a-2a61-4b8e-9295-0f6b2e7a8757,department,2024-01-13 16:40:00.000000 UTC,Chrome,Email
01cb901a-2a61-4b8e-9295-0f6b2e7a8757,product,2024-01-13 16:56:00.000000 UTC,Chrome,Email
01cb901a-2a61-4b8e-9295-0f6b2e7a8757,cart,2024-01-13 17:16:00.000000 UTC,Chrome,Email
01f9d049-58ce-4a9d-8fc3-fbbab54d730a,department,2025-09-09 14:24:00.000000 UTC,Safari,Email
01f9d049-58ce-4a9d-8fc3-fbbab54d730a,product,2025-09-09 14:28:00.000000 UTC,Safari,Email
01fc93eb-8266-4414-b1a7-4e5fa0c04a7d,product,2023-08-01 17:05:00.000000 UTC,Chrome,Email
01fc93eb-8266-4414-b1a7-4e5fa0c04a7d,cart,2023-08-01 17:25:00.000000 UTC,Chrome,Email
01fc93eb-8266-4414-b1a7-4e5fa0c04a7d,cancel,2023-08-01 17:50:00.000000 UTC,Chrome,Email
021c3663-05b1-4ebb-9863-5a4fdc2de8ce,product,2022-05-12 05:51:00.000000 UTC,Chrome,Adwords
021c3663-05b1-4ebb-9863-5a4fdc2de8ce,cart,2022-05-12 05:54:00.000000 UTC,Chrome,Adwords
021c3663-05b1-4ebb-9863-5a4fdc2de8ce,cancel,2022-05-12 06:14:00.000000 UTC,Chrome,Adwords
02266888-8e12-4df3-a0a0-79d1b8da36c8,department,2020-08-31 08:52:00.000000 UTC,Firefox,Adwords
02266888-8e12-4df3-a0a0-79d1b8da36c8,product,2020-08-31 09:06:00.000000 UTC,Firefox,Adwords
02266888-8e12-4df3-a0a0-79d1b8da36c8,cart,2020-08-31 09:27:00.000000 UTC,Firefox,Adwords
025e4807-ebdc-47f2-b819-5f3a3c8c93f8,product,2023-12-03 01:21:00.000000 UTC,Chrome,Email
029ab3b3-275b-4774-9e49-ab3d4fe70e3b,product,2022-10-26 03:20:00.000000 UTC,Firefox,Email
029ab3b3-275b-4774-9e49-ab3d4fe70e3b,cart,2022-10-26 03:28:00.000000 UTC,Firefox,Email
029ab3b3-275b-4774-9e49-ab3d4fe70e3b,cancel,2022-10-26 03:42:00.000000 UTC,Firefox,Email
02a00786-a040-4aba-a13d-16881e9bd6fd,product,2023-09-22 17:20:00.000000 UTC,Safari,Facebook
02a00786-a040-4aba-a13d-16881e9bd6fd,cart,2023-09-22 17:42:00.000000 UTC,Safari,Facebook
02a00786-a040-4aba-a13d-16881e9bd6fd,cancel,2023-09-22 18:00:00.000000 UTC,Safari,Facebook
02db67ec-d831-4795-a80f-4536b0d11ae9,product,2024-07-26 01:58:00.000000 UTC,Firefox,Email
02db67ec-d831-4795-a80f-4536b0d11ae9,department,2024-07-26 01:58:00.000000 UTC,Firefox,Email
02db67ec-d831-4795-a80f-4536b0d11ae9,cart,2024-07-26 02:23:00.000000 UTC,Firefox,Email
02e49459-d569-48c5-ad59-45146a67ca1b,product,2024-06-16 09:16:00.000000 UTC,Other,Adwords
02f62b9c-6983-4f39-b8a2-741bb3c4da65,department,2021-07-04 03:58:00.000000 UTC,Chrome,YouTube
02f62b9c-6983-4f39-b8a2-741bb3c4da65,product,2021-07-04 04:05:00.000000 UTC,Chrome,YouTube
03003f13-e94c-42ab-b884-8413599c569d,department,2025-02-28 07:24:00.000000 UTC,Firefox,Adwords
03003f13-e94c-42ab-b884-8413599c569d,product,2025-02-28 07:42:00.000000 UTC,Firefox,Adwords
030133fa-dc39-46e3-b9fb-2b9dacf51621,product,2020-06-20 18:56:00.000000 UTC,Chrome,Email
030133fa-dc39-46e3-b9fb-2b9dacf51621,cart,2020-06-20 19:12:00.000000 UTC,Chrome,Email
030133fa-dc39-46e3-b9fb-2b9dacf51621,cancel,2020-06-20 19:28:00.000000 UTC,Chrome,Email
031b4eb0-ee0c-4fcf-bbb0-f81ff58fe5b2,product,2021-11-10 04:42:00.000000 UTC,Firefox,YouTube
031e9f1b-df7d-4367-b6b3-403039ca87ef,home,2022-05-30 11:21:43.000000 UTC,Chrome,Email
031e9f1b-df7d-4367-b6b3-403039ca87ef,department,2022-05-30 11:21:50.000000 UTC,Chrome,Email
031e9f1b-df7d-4367-b6b3-403039ca87ef,product,2022-05-30 11:22:34.000000 UTC,Chrome,Email
031e9f1b-df7d-4367-b6b3-403039ca87ef,cart,2022-05-30 11:23:18.000000 UTC,Chrome,Email
031e9f1b-df7d-4367-b6b3-403039ca87ef,purchase,2022-05-30 11:24:53.000000 UTC,Chrome,Email
03267bd7-729c-458b-8d35-021656c744db,department,2022-06-15 14:01:50.000000 UTC,Safari,Adwords
03267bd7-729c-458b-8d35-021656c744db,product,2022-06-15 14:03:13.000000 UTC,Safari,Adwords
03267bd7-729c-458b-8d35-021656c744db,cart,2022-06-15 14:04:01.000000 UTC,Safari,Adwords
03267bd7-729c-458b-8d35-021656c744db,department,2022-06-15 14:06:24.000000 UTC,Safari,Adwords
03267bd7-729c-458b-8d35-021656c744db,product,2022-06-15 14:08:12.000000 UTC,Safari,Adwords
03267bd7-729c-458b-8d35-021656c744db,cart,2022-06-15 14:10:47.000000 UTC,Safari,Adwords
03267bd7-729c-458b-8d35-021656c744db,purchase,2022-06-19 14:11:18.000000 UTC,Safari,Adwords
03674e8c-d96c-4720-a3de-a5e1585d1e51,product,2025-11-08 03:55:00.000000 UTC,Safari,Email
03772419-ad1c-4d9e-8ac0-0c76bb70b746,department,2025-10-05 14:06:00.000000 UTC,Safari,Email
03772419-ad1c-4d9e-8ac0-0c76bb70b746,product,2025-10-05 14:15:00.000000 UTC,Safari,Email
03819620-cb3a-4725-be32-baa94dc72266,department,2025-12-11 01:01:00.000000 UTC,Safari,YouTube
03819620-cb3a-4725-be32-baa94dc72266,product,2025-12-11 01:20:00.000000 UTC,Safari,YouTube
03819620-cb3a-4725-be32-baa94dc72266,cart,2025-12-11 01:24:00.000000 UTC,Safari,YouTube
038ee2db-ce8e-4543-aac2-087a72874fc8,department,2024-01-11 00:13:05.000000 UTC,Chrome,Email
038ee2db-ce8e-4543-aac2-087a72874fc8,product,2024-01-11 00:13:55.000000 UTC,Chrome,Email
038ee2db-ce8e-4543-aac2-087a72874fc8,cart,2024-01-11 00:16:11.000000 UTC,Chrome,Email
038ee2db-ce8e-4543-aac2-087a72874fc8,department,2024-01-11 00:18:57.000000 UTC,Chrome,Email
038ee2db-ce8e-4543-aac2-087a72874fc8,product,2024-01-11 00:21:43.000000 UTC,Chrome,Email
038ee2db-ce8e-4543-aac2-087a72874fc8,cart,2024-01-11 00:21:51.000000 UTC,Chrome,Email
038ee2db-ce8e-4543-aac2-087a72874fc8,department,2024-01-11 00:22:13.000000 UTC,Chrome,Email
038ee2db-ce8e-4543-aac2-087a72874fc8,product,2024-01-11 00:22:42.000000 UTC,Chrome,Email
038ee2db-ce8e-4543-aac2-087a72874fc8,cart,2024-01-11 00:22:47.000000 UTC,Chrome,Email
038ee2db-ce8e-4543-aac2-087a72874fc8,purchase,2024-01-12 00:25:16.000000 UTC,Chrome,Email
03a447e2-f606-4d77-8f54-92e1f5102886,department,2020-05-30 11:56:56.000000 UTC,Chrome,Email
03a447e2-f606-4d77-8f54-92e1f5102886,product,2020-05-30 11:57:27.000000 UTC,Chrome,Email
03a447e2-f606-4d77-8f54-92e1f5102886,cart,2020-05-30 12:00:06.000000 UTC,Chrome,Email
03a447e2-f606-4d77-8f54-92e1f5102886,department,2020-05-30 12:02:43.000000 UTC,Chrome,Email
03a447e2-f606-4d77-8f54-92e1f5102886,product,2020-05-30 12:02:59.000000 UTC,Chrome,Email
03a447e2-f606-4d77-8f54-92e1f5102886,cart,2020-05-30 12:04:26.000000 UTC,Chrome,Email
03a447e2-f606-4d77-8f54-92e1f5102886,purchase,2020-06-02 12:04:33.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,department,2025-11-25 04:11:17.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,product,2025-11-25 04:13:25.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,cart,2025-11-25 04:16:05.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,department,2025-11-25 04:16:52.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,product,2025-11-25 04:18:13.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,cart,2025-11-25 04:19:57.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,department,2025-11-25 04:22:52.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,product,2025-11-25 04:22:54.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,cart,2025-11-25 04:23:30.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,department,2025-11-25 04:24:33.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,product,2025-11-25 04:26:01.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,cart,2025-11-25 04:26:50.000000 UTC,Chrome,Email
03db9860-6433-4703-b721-ea0ee1b3c400,purchase,2025-11-26 04:28:33.000000 UTC,Chrome,Email
03ea0c00-c14a-43f0-bbf5-0b1a6f2c5d75,product,2025-08-09 09:35:00.000000 UTC,Firefox,Email
0402fa40-3316-4ba8-bcae-29e0908604d2,department,2020-09-03 04:49:00.000000 UTC,Firefox,Email
0402fa40-3316-4ba8-bcae-29e0908604d2,product,2020-09-03 05:01:00.000000 UTC,Firefox,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,department,2026-03-07 01:05:07.762430 UTC,Chrome,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,product,2026-03-07 01:06:19.762430 UTC,Chrome,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,cart,2026-03-07 01:07:06.762430 UTC,Chrome,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,department,2026-03-07 01:08:30.762430 UTC,Chrome,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,product,2026-03-07 01:09:29.762430 UTC,Chrome,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,cart,2026-03-07 01:10:18.762430 UTC,Chrome,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,department,2026-03-07 01:13:09.762430 UTC,Chrome,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,product,2026-03-07 01:14:42.762430 UTC,Chrome,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,cart,2026-03-07 01:15:22.762430 UTC,Chrome,Email
04054cb0-7dcb-446a-a78c-e0a4e75ddbc8,purchase,2026-03-09 01:16:32.762430 UTC,Chrome,Email
04234d14-359f-4e35-9393-675a92140487,department,2025-01-24 14:09:00.000000 UTC,Firefox,Email
04234d14-359f-4e35-9393-675a92140487,product,2025-01-24 14:36:00.000000 UTC,Firefox,Email
04346e34-2332-4bd7-9722-73b464192b39,product,2025-08-06 06:54:00.000000 UTC,Chrome,Facebook
04346e34-2332-4bd7-9722-73b464192b39,cart,2025-08-06 07:00:00.000000 UTC,Chrome,Facebook
04346e34-2332-4bd7-9722-73b464192b39,cancel,2025-08-06 07:02:00.000000 UTC,Chrome,Facebook
04380c45-a891-4b21-b89c-75cace74e78e,department,2025-02-05 04:16:00.000000 UTC,Chrome,Adwords
04380c45-a891-4b21-b89c-75cace74e78e,product,2025-02-05 04:36:00.000000 UTC,Chrome,Adwords
043eb78d-5cc2-4355-ad25-063e9d66a128,home,2025-05-19 16:52:10.000000 UTC,Firefox,Email
043eb78d-5cc2-4355-ad25-063e9d66a128,department,2025-05-19 16:52:38.000000 UTC,Firefox,Email
043eb78d-5cc2-4355-ad25-063e9d66a128,product,2025-05-19 16:53:30.000000 UTC,Firefox,Email
043eb78d-5cc2-4355-ad25-063e9d66a128,cart,2025-05-19 16:54:24.000000 UTC,Firefox,Email
043eb78d-5cc2-4355-ad25-063e9d66a128,purchase,2025-05-19 16:57:10.000000 UTC,Firefox,Email
0445c3d4-7ca3-4c6a-9d15-af3b03c9b861,product,2021-01-22 09:14:00.000000 UTC,Firefox,Email
0445c3d4-7ca3-4c6a-9d15-af3b03c9b861,cart,2021-01-22 09:33:00.000000 UTC,Firefox,Email
0445c3d4-7ca3-4c6a-9d15-af3b03c9b861,cancel,2021-01-22 09:56:00.000000 UTC,Firefox,Email
045bc4ea-64d1-427d-935b-a5c354b2b9bf,product,2022-08-07 12:23:00.000000 UTC,Firefox,Email
046eb9f0-1a8c-4fbf-a8fc-b13fa60971b8,product,2025-06-12 10:40:00.000000 UTC,Firefox,Adwords
046eb9f0-1a8c-4fbf-a8fc-b13fa60971b8,cart,2025-06-12 10:52:00.000000 UTC,Firefox,Adwords
046eb9f0-1a8c-4fbf-a8fc-b13fa60971b8,cancel,2025-06-12 10:56:00.000000 UTC,Firefox,Adwords
0471e767-3943-461d-aeb6-b0b7ba62f4cf,product,2023-07-01 06:46:00.000000 UTC,Chrome,Adwords
0471e767-3943-461d-aeb6-b0b7ba62f4cf,cart,2023-07-01 07:10:00.000000 UTC,Chrome,Adwords
0471e767-3943-461d-aeb6-b0b7ba62f4cf,cancel,2023-07-01 07:18:00.000000 UTC,Chrome,Adwords
047c7f50-b78f-4905-a150-075cf96326a2,home,2020-07-15 08:33:45.000000 UTC,Chrome,Email
047c7f50-b78f-4905-a150-075cf96326a2,department,2020-07-15 08:34:48.000000 UTC,Chrome,Email
047c7f50-b78f-4905-a150-075cf96326a2,product,2020-07-15 08:35:05.000000 UTC,Chrome,Email
047c7f50-b78f-4905-a150-075cf96326a2,cart,2020-07-15 08:36:36.000000 UTC,Chrome,Email
047c7f50-b78f-4905-a150-075cf96326a2,purchase,2020-07-15 08:36:37.000000 UTC,Chrome,Email
04e35d42-fa90-4bbc-8f6c-1109fdec5a99,product,2020-09-04 09:38:00.000000 UTC,Chrome,Email
055aa713-301f-45e9-a24b-3d15758c285c,product,2025-04-24 17:39:00.000000 UTC,Chrome,Email
055aa713-301f-45e9-a24b-3d15758c285c,cart,2025-04-24 17:58:00.000000 UTC,Chrome,Email
055aa713-301f-45e9-a24b-3d15758c285c,cancel,2025-04-24 18:05:00.000000 UTC,Chrome,Email
056c1d44-b96b-4205-8670-d7b8db4a2e5a,department,2020-12-31 09:46:00.000000 UTC,Chrome,YouTube
056c1d44-b96b-4205-8670-d7b8db4a2e5a,product,2020-12-31 10:02:00.000000 UTC,Chrome,YouTube
059f025f-f641-43d6-aaf4-10130dfc7bb0,product,2021-10-12 12:06:00.000000 UTC,Chrome,Adwords
059f025f-f641-43d6-aaf4-10130dfc7bb0,cart,2021-10-12 12:29:00.000000 UTC,Chrome,Adwords
059f025f-f641-43d6-aaf4-10130dfc7bb0,cancel,2021-10-12 12:33:00.000000 UTC,Chrome,Adwords
05b4ffab-25a1-472b-a15b-90b4be7e904b,department,2024-09-30 10:54:00.000000 UTC,Chrome,Adwords
05b4ffab-25a1-472b-a15b-90b4be7e904b,product,2024-09-30 11:17:00.000000 UTC,Chrome,Adwords
05b6827d-ef63-4b23-95e5-134ac0c8c5cb,department,2025-06-27 17:29:00.000000 UTC,Safari,Adwords
05b6827d-ef63-4b23-95e5-134ac0c8c5cb,product,2025-06-27 17:47:00.000000 UTC,Safari,Adwords
05b6827d-ef63-4b23-95e5-134ac0c8c5cb,cart,2025-06-27 17:56:00.000000 UTC,Safari,Adwords
05e32d20-dbd7-4ebd-a042-18a4edca6ad2,home,2025-07-04 21:32:13.000000 UTC,Firefox,Adwords
05e32d20-dbd7-4ebd-a042-18a4edca6ad2,department,2025-07-04 21:32:34.000000 UTC,Firefox,Adwords
05e32d20-dbd7-4ebd-a042-18a4edca6ad2,product,2025-07-04 21:33:17.000000 UTC,Firefox,Adwords
05e32d20-dbd7-4ebd-a042-18a4edca6ad2,cart,2025-07-04 21:33:34.000000 UTC,Firefox,Adwords
05e32d20-dbd7-4ebd-a042-18a4edca6ad2,purchase,2025-07-04 21:35:44.000000 UTC,Firefox,Adwords
064ff746-78a5-4a6f-927b-5bae608eef83,department,2025-04-21 03:47:35.000000 UTC,Chrome,Adwords
064ff746-78a5-4a6f-927b-5bae608eef83,product,2025-04-21 03:50:14.000000 UTC,Chrome,Adwords
064ff746-78a5-4a6f-927b-5bae608eef83,cart,2025-04-21 03:50:34.000000 UTC,Chrome,Adwords
064ff746-78a5-4a6f-927b-5bae608eef83,department,2025-04-21 03:52:23.000000 UTC,Chrome,Adwords
064ff746-78a5-4a6f-927b-5bae608eef83,product,2025-04-21 03:54:36.000000 UTC,Chrome,Adwords
064ff746-78a5-4a6f-927b-5bae608eef83,cart,2025-04-21 03:56:03.000000 UTC,Chrome,Adwords
064ff746-78a5-4a6f-927b-5bae608eef83,purchase,2025-04-22 03:58:39.000000 UTC,Chrome,Adwords
0662b23e-aad5-4c32-b1ad-eb25b016b688,department,2025-08-03 09:53:00.000000 UTC,Safari,Adwords
0662b23e-aad5-4c32-b1ad-eb25b016b688,product,2025-08-03 10:19:00.000000 UTC,Safari,Adwords
0662b23e-aad5-4c32-b1ad-eb25b016b688,cart,2025-08-03 10:35:00.000000 UTC,Safari,Adwords
067ebe9b-9b6a-4d98-a194-8d7b7d706f8e,department,2024-12-28 17:57:00.000000 UTC,Chrome,Email
067ebe9b-9b6a-4d98-a194-8d7b7d706f8e,product,2024-12-28 18:07:00.000000 UTC,Chrome,Email
06a33dff-b040-49a3-aa7f-3ce97a5625ce,product,2020-03-03 16:00:00.000000 UTC,Firefox,Facebook
06a351e2-8f9e-4a16-bd63-05dce4201ba6,department,2023-06-23 01:35:00.000000 UTC,Other,Facebook
06a351e2-8f9e-4a16-bd63-05dce4201ba6,product,2023-06-23 01:48:00.000000 UTC,Other,Facebook
